Date	Time	Open	High	Low	Close	Volume
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12504668.8
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12504837.8
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12504837.8
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12504837.8
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12505006.8
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12505006.8
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12505006.8
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12505006.8
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12505647.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12505647.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12505647.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12505950.8
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12505950.8
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12507696.5
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12507865.5
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12507865.5
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12507865.5
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12507865.5
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12508034.5
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12508034.5
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12508034.5
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12508203.5
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12508203.5
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12508203.5
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12508407.7
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12508407.7
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12508407.7
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12508407.7
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12508576.7
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12508576.7
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12508576.7
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12509005.0
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12519088.1
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12519088.1
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12519777.9
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12519777.9
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12525403.4
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12525572.4
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12525572.4
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12525572.4
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12525741.4
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12525741.4
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12525741.4
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12525741.4
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12525910.4
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12525919.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12525919.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12525919.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12525919.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12526088.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12526257.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12526257.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12526278.1
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12526278.1
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12528397.6
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12528745.6
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12528914.6
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12529034.7
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12529034.7
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12529203.7
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12529372.7
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12529372.7
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.589	12529372.7
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12529553.9
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12529553.9
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5889	12529722.9
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12529905.2
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12529905.2
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12531508.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12531677.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12531677.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12531677.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12531846.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12531846.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12532101.9
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12532101.9
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12532161.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12532161.3
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5886	12532670.0
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12532679.6
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12532679.6
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12532848.6
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12532848.6
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12532848.6
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12533238.9
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12533238.9
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5886	12533253.8
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12533422.8
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12533422.8
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12533422.8
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12533422.8
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12533422.8
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12533422.8
16/02/2024	15:00:00	0.5908	0.591	0.5821	0.5887	12533600.7
